feature1,feature2,feature3,feature4,feature5,target
3.165007454536064024e+00,4.825842417121010364e+00,7.298276355292675710e+00,6.918265879238949534e-01,8.791733376874045547e+00,2.439669654185557235e+01
7.348137746305610563e+00,1.764993888890601381e+00,9.391609090873703991e+00,5.063122240233886018e+00,9.998085781169653075e+00,4.273866154364688441e+01
1.972594743007376472e+00,5.349081983832013165e+00,2.902480425599284430e+00,3.041735573892465627e+00,5.910653808339901616e+00,2.331853765385180566e+01
9.217190668708333590e+00,8.052638555791750363e+00,7.239413985013259278e+00,5.591737821017021659e+00,9.222985036674476333e+00,4.843724342576116015e+01
4.923614066908841735e+00,8.738321783347181793e+00,8.339816438766318285e+00,2.138353468015865566e+00,7.712254629659102356e+00,3.753866263303670081e+01
1.217115694325876518e-01,3.228295375480874974e+00,2.295674446919497846e+00,5.068629584873134419e+00,7.368531616807855400e+00,2.425681296565129585e+01
9.767636744772412172e-01,5.149222019367684311e+00,9.384120216943856008e+00,2.286465509829454845e+00,6.771411441114240759e+00,2.263401744002709037e+01
5.928802707811575701e+00,1.006369565609332994e-01,4.758261958572227002e+00,7.087703909410486780e+00,4.397543202409059937e-01,2.598606800720078880e+01
8.795214830237300774e+00,5.200814166356730439e+00,3.066104832571792116e-01,2.244136119208401947e+00,9.536756964273129356e+00,4.147869106777715587e+01
5.823197330520553550e+00,1.074725677688045389e+00,2.875445022805615203e+00,4.567036258604842303e+00,2.095006926773046452e-01,2.278262596016065800e+01
4.116155136137588322e+00,4.894586354346981416e+00,2.436778752812322146e+00,5.886390002919865694e+00,7.532401195921768711e+00,3.329645274566173185e+01
2.358342241056354815e+00,6.204999002799876706e+00,6.396222429637416163e+00,9.485403011288410013e+00,7.782761672964437771e+00,4.430941174117293713e+01
8.483452697900059292e+00,4.904199084362751648e+00,1.853485869793828344e+00,9.958152929596350234e+00,1.293557610386996126e+00,4.274220628541370104e+01
4.714573193542653584e+00,6.809309924210660281e-01,9.438508573508194388e+00,9.649249408484395829e+00,7.193890620039735673e+00,3.809166785456518056e+01
3.499928436301689150e+00,2.543824011176243349e+00,2.653033245370473914e+00,1.272940254200747301e+00,5.258089530767229292e+00,2.041413955813607117e+01
1.418172757014775076e+00,3.167306665534562526e+00,6.267064759591049139e+00,7.275436095907497958e+00,2.427270462206121415e-01,2.025009331728736583e+01
4.301159843767399238e+00,6.521245948421389826e+00,8.532459761585128533e+00,4.753247822120823862e+00,9.692058717176852412e+00,3.822305863551463290e+01
2.656325475414472947e+00,1.350870662671888045e-01,4.837528647017361294e+00,2.561137950200179425e+00,8.237176720231694560e+00,2.017624079352237132e+01
2.327726721811120836e+00,3.106292182913063193e+00,7.912274310191122595e+00,7.151432520253599989e+00,5.580512366572625282e+00,2.709513643437007602e+01
7.049480619227594502e+00,4.186368635700264740e+00,5.310047614667801064e-02,1.135512851219255825e-01,5.112217875736866368e+00,2.644605027445030387e+01
8.329097971899923625e-01,5.107548016925678169e-01,9.655166391374732981e+00,8.590026396580585200e+00,1.520272272095695154e+00,2.269614875364751327e+01
6.642185902044905887e-03,9.416677953897563569e+00,2.783252983201143227e+00,1.858976028554975013e+00,6.915081078315353125e+00,2.979391365654102941e+01
1.089037388413262031e+00,2.646495980028003014e+00,9.750946802120465051e+00,6.394627744740102315e+00,5.206777914825535092e+00,2.696556418301995350e+01
3.979186148349377561e+00,7.745009548842020308e+00,1.409574765236937255e+00,9.673378020369820973e+00,8.611230080657866992e+00,4.523726153078516887e+01
6.176569825692432403e+00,4.290619040255816419e-01,7.008556494477376830e+00,9.132843408854808942e+00,5.245770674786260024e+00,3.749499972439190287e+01
3.542248218272627813e+00,1.202773449794696248e+00,7.549011041375682574e+00,8.850218512118061653e+00,1.002517440758485812e+00,2.940284522271218037e+01
7.589845547523419000e+00,1.706048625909750704e-01,9.670549180772194831e+00,6.150580206350961809e+00,5.524390589916331251e+00,3.387439286347133560e+01
2.959498335889278131e+00,9.292916715697835173e+00,2.659056273367910173e+00,8.281466132166949379e+00,9.851086793371319317e+00,4.555582646081192166e+01
7.833966455148058117e+00,5.189899203864317911e+00,6.607426385167192162e-01,4.724137891710729953e+00,4.382559469717035583e+00,3.680731800974411527e+01
2.027960411869952573e+00,4.235876367143044163e+00,3.577578840803386839e+00,1.636842611516484691e+00,4.413741433324861241e+00,2.030235890247411845e+01
2.627999563244890702e+00,5.220624206822643387e+00,3.516005971619418080e-01,9.062314197872842314e+00,8.163643055198560816e+00,3.682337952307840823e+01
5.525813325105045415e+00,8.518085827572431157e+00,9.623950738108003833e+00,1.105222940526605635e+00,6.308318084098037737e+00,3.352680300270230873e+01
9.979940009356585762e+00,9.878891693335260626e+00,6.033229922907445975e+00,1.280208704508166706e+00,5.831928309905282326e+00,4.446778969464281062e+01
2.064635574421713748e-02,1.989113346668596183e+00,9.561231595599599231e+00,3.304405726028438739e+00,6.383901057769485021e+00,1.618935914695320832e+01
2.808594946322426900e+00,9.478218871115895894e+00,7.285587299494867608e+00,3.296511575814125905e+00,7.917614211803708280e+00,3.476871010653771776e+01
1.081655244763376489e+00,3.923189400654594206e+00,2.212181277315923289e+00,6.837264472760463008e+00,1.024462817719303809e+00,2.002373329512060351e+01
3.970258322826740738e+00,2.766497302091895705e+00,5.063429193238041748e+00,3.498976805038789273e+00,7.064105776670110082e+00,3.113305214938127818e+01
2.457702430696606655e-01,6.339869213059074582e+00,2.305712896938199918e+00,2.687090287568492997e+00,8.002556035835235448e+00,2.697655581308985617e+01
9.555683939804207938e+00,3.165502100270866315e+00,8.268052703690756289e+00,1.039908379712330966e+00,6.339816530073831835e+00,3.539306719214680186e+01
7.510322995349188346e+00,1.559779280344565366e+00,4.260023876695605338e+00,8.927071642489815773e+00,1.035784634483721822e+00,3.619395230589172030e+01
1.809635820147514895e-01,5.905853790479337562e+00,4.355315405309334587e+00,7.986892488839027138e+00,9.234555382041065741e+00,3.840981141067458537e+01
2.991536445438160996e+00,3.884041171691052785e+00,4.862720863293148454e+00,5.881514604352993558e+00,9.838538296816167872e+00,3.427973657897499038e+01
6.973302508300514901e+00,3.895485073455687619e+00,2.637676864504621133e+00,9.446257184221240166e+00,1.355484331085063943e+00,3.842892851803485854e+01
7.202658525047580085e+00,9.253950252924406428e+00,6.646655865344386349e+00,4.230544401661211040e+00,1.989909399254840006e+00,4.229610879049202055e+01
3.674753222519272278e+00,7.068718094201220659e+00,6.495342241752968704e+00,9.279761665983578212e+00,8.668609136593749653e+00,4.600352809772196139e+01
8.161507522663683289e+00,9.114508753507623240e+00,2.763371527370494185e+00,3.695235401396494979e+00,3.798939037860173951e+00,3.903068166486045953e+01
5.604505887097802841e+00,6.682182295427709917e+00,2.867166830403943045e+00,1.946246730930034641e-01,3.992223836579093188e+00,2.487021372330659119e+01
3.085279595544005105e+00,9.421847190180479004e+00,8.882650405440434938e+00,8.603106783434196103e+00,6.529997609452430574e+00,4.758122940022932568e+01
3.442891646989388654e+00,5.488492673993047077e+00,8.152250407163727175e+00,9.861036872281103705e-01,8.010748802553047554e+00,2.970172758421566073e+01
4.117979132812166210e-01,8.164210312143557857e+00,8.075638041598734773e+00,5.100730882875581518e-01,6.271607114618582557e+00,2.359010602399447620e+01
5.024530743128972077e+00,1.698195031717146808e+00,1.483789376773756441e+00,7.732591260670231392e+00,5.676927488368440855e+00,3.444930801043063440e+01
9.829991349165323911e+00,9.822477772883441816e+00,9.926669934642664117e+00,1.186155183657658929e+00,9.382561369639622839e+00,4.739932165715048029e+01
2.445696090205627726e+00,4.582122597586120172e+00,7.574065558217259131e+00,2.036209320772319753e+00,5.663116055543299332e+00,2.513942796196251805e+01
1.858167482259956982e+00,1.047361066812932950e+00,1.165586124295985293e+00,3.576390348482187953e+00,4.654836837183484732e-02,1.378496774036981165e+01
4.248539212016895661e+00,6.641971050811489974e+00,4.016881850039887070e+00,8.579460051983511804e-01,6.268886202364054583e-01,1.840371585913318597e+01
2.781165127648617119e+00,1.693126905436007634e+00,9.650949732179693541e+00,1.512302249740850035e+00,8.054624374049964786e+00,2.360173225804064856e+01
5.861079417411447778e+00,5.692869199842943928e+00,5.120807159237845241e+00,9.717630761139510298e+00,3.638447750916378176e+00,4.144936184248665967e+01
7.879157509538762483e+00,5.552941074669596411e+00,3.956336676257261598e+00,9.554659333057809789e+00,5.983159693646871169e+00,5.014863938165891710e+01
1.189169421460135601e+00,4.175392009968565965e+00,7.815817276816075854e+00,6.937470232392137781e+00,9.163403298365741634e+00,3.215778510651156097e+01
2.593773841415202064e+00,7.581937163538237989e+00,4.598752073945209240e+00,5.736097469668154147e+00,9.550466810062829381e+00,4.178745104917931741e+01
9.792863199891773007e+00,8.615909639255635355e+00,3.590970877302962272e+00,8.877008357273197703e+00,6.386091776414129839e+00,5.393036225019399410e+01
4.299967804707130803e+00,3.574268250048373563e-01,7.701281241915821418e+00,5.021055807241130431e+00,7.861884994650607084e+00,2.944861814444128356e+01
7.480227993432698952e+00,7.935673680483519732e+00,3.006511586967668404e+00,8.007985990676310450e+00,5.488463284661673214e+00,4.875990610069854370e+01
4.733262004491431973e+00,6.751259138207569066e+00,2.135868293834830567e-01,1.023168158875942257e+00,2.921773651675220407e+00,2.081051731291402263e+01
9.829901099578396639e+00,1.397457788649549837e+00,3.305963007592103153e+00,5.105306469192361085e-01,3.312688802927262977e+00,2.638355700958065952e+01
3.203262865108316149e+00,9.468071709445220918e+00,8.451540869957202773e+00,3.827642192427714640e+00,2.476905803924867033e-01,3.306957046635066177e+01
8.310311139953782344e+00,6.605361771445402042e+00,1.523644836513097234e+00,9.960712710101871536e+00,1.002334374241230508e+00,4.299938024571825679e+01
8.671145415936628353e+00,2.942661641296889563e+00,4.353534663251570791e+00,7.954565267763146430e+00,6.775083559940102695e+00,4.035309011284955005e+01
9.378643744440392283e+00,6.211403254603832025e+00,9.781016147905274849e-01,8.843603632419503313e+00,7.691555249885910328e+00,5.459848382735304284e+01
7.118704508933220154e+00,5.373354735373536695e-01,3.962227446617440307e+00,1.674358194595392257e+00,8.219039084078689328e+00,3.057530209629080886e+01
7.005286228178627894e+00,8.830775973191352435e+00,9.665751069241640181e+00,7.747476141924986237e+00,9.942330832207620261e+00,5.415553212787376935e+01
6.147698861442988161e+00,3.712960389144781548e-01,1.425151515029587923e-01,3.421038752037887321e+00,8.234717190675372223e+00,2.834189525670354470e+01
8.661347063247310629e+00,9.608125288226778693e+00,6.512146854881839531e-01,4.457111098766408652e-01,9.132835963670336454e+00,4.370651626873895879e+01
3.050466983628616013e+00,5.579874006096327221e+00,9.824448830007098010e+00,4.004485347359233671e+00,6.658713983098398792e+00,3.190920931083132572e+01
4.008795636319852917e+00,7.681946644627797305e+00,5.277147255728658060e+00,2.375231379863497416e+00,2.713061012584661924e+00,2.730693978840652036e+01
2.580592125384072233e+00,5.323203282585607710e+00,7.031890160156643255e+00,9.492799000431421774e+00,6.940873750829799071e+00,4.049968718713134308e+01
7.811928439623906151e+00,1.689261158645656291e+00,3.740626250073256998e+00,4.137802198582660296e+00,6.863802300004730128e+00,2.750594027098467720e+01
2.958919763768736111e+00,3.032919214196660995e+00,3.558891546408680995e+00,8.103020815432323332e+00,5.775900900433486918e+00,3.112198206324405447e+01
7.527727983273446721e-01,7.824609969046880664e-01,3.712869442824993094e+00,7.665910506061583085e+00,6.886834264786805271e+00,2.222984658721009765e+01
7.079823546511866184e+00,7.672100660540968953e+00,2.871527128863293754e+00,5.482562819420879308e+00,5.433526403167695307e+00,3.997355915624698497e+01
7.396325011799492977e+00,9.568705691056463181e+00,2.779899447954659042e+00,7.932816727570481952e+00,6.599705485232624014e+00,5.214027083757474657e+01
5.802378708634600812e+00,7.748797793474019535e+00,9.440324664280993261e+00,3.669141786941298999e-01,1.474001025132206655e+00,2.647502368242034976e+01
7.562872315011157198e+00,8.379135291008454889e-01,5.161237007410930389e+00,2.198607766416069698e+00,2.742957038427515037e+00,2.386142632139957698e+01
7.018404829444162552e+00,3.019277326871161460e-01,8.733194279019036443e+00,4.444789553522699777e+00,5.023932939071010573e+00,2.820899420221838128e+01
5.400479636936919015e+00,6.455442945794938936e+00,3.448565866227481180e+00,1.011074905634913312e+00,3.183789366661765818e+00,3.062553381717155787e+01
1.681421180228203083e+00,5.561331794504739356e+00,3.180286309603864936e+00,9.580671779934348820e+00,9.657342779802807087e+00,4.004770447874270189e+01
6.201258805682414277e+00,6.174972676672859428e+00,9.853785645671059967e+00,8.872831512351860184e+00,7.650699491581399947e+00,4.710530247710686069e+01
3.135906117427011974e+00,3.655390281180763701e+00,2.012667657608654181e+00,4.871481269173746576e+00,9.903685221395795324e+00,3.504746005026060374e+01
9.121509530115886832e+00,1.183494340194690686e+00,2.519028929050615151e-01,8.986376684082662436e+00,5.371701279487074210e+00,4.341303815557400725e+01
2.001898882084561571e+00,6.736532695846353391e+00,6.442231779298199790e+00,1.220856068364671865e+00,2.596002334976195147e+00,2.103235470384550965e+01
6.007796431325795883e-01,2.098604738701419503e+00,1.323056748530628823e+00,1.932362924745560928e+00,6.854671459131170153e+00,1.806719948358772143e+01
4.949974426106773517e-01,1.018546152482164846e+00,1.341736380782876381e+00,3.165411209581340479e+00,2.987503108519409256e+00,9.397914390292806175e+00
2.550637853166394464e+00,7.505366534324162231e+00,9.980227877581006268e+00,5.339779236287958142e+00,9.442027179139421023e+00,3.897393618152593575e+01
3.966101121260646956e+00,1.066824468027134376e+00,4.087738294698373132e+00,2.961277734146933405e+00,4.934069622891781748e+00,2.168145757385634909e+01
6.570436769164231805e+00,4.610502191524082249e+00,9.351605120778256008e+00,8.847648222993798939e+00,7.019775951661971547e+00,4.116674230111173216e+01
4.896849123645491630e+00,1.316872818144568802e+00,3.970136667776333894e+00,7.044015394011736930e+00,2.848855205537311974e+00,3.043677502230359977e+01
1.039880775434204319e+00,9.078984575106280985e+00,7.090508098155446248e+00,6.152764266350971845e+00,7.924989056089165373e+00,3.541075534119023871e+01
8.356460375834757315e+00,4.834589981710233353e+00,8.811882514094399710e+00,9.164190107011053854e+00,2.715510954247814190e+00,4.608613721573220090e+01
6.075453597907943148e+00,5.265840288204691966e+00,5.379457791519024923e+00,9.376630939645620444e+00,3.051887026930289792e+00,4.119061168819846586e+01
9.834339782345761449e+00,9.021312148042321510e+00,4.587228886135026329e+00,8.174532636181661260e+00,7.690469943201405201e+00,5.708523776301876751e+01
6.778949696185212481e+00,3.198338893831542684e+00,1.964509918209539352e+00,6.715276967657581864e+00,8.429732964010842267e+00,4.179254329899058718e+01
1.625278867736967836e-01,6.428033753085120594e+00,4.428730246222124300e+00,8.980877551269836445e+00,3.214729308542052522e+00,3.519782102338339769e+01
4.741848122636217688e+00,5.147671040351863070e+00,1.404395213710529777e+00,7.128923026989063771e+00,8.304763451209595360e+00,3.707102198975554330e+01
5.790927689626024222e-01,2.913888205369027595e+00,3.804468153505791150e-01,9.565441046882423137e+00,6.671688207038235063e+00,2.729191772261574656e+01
9.642004194547816098e+00,5.314942783313077790e+00,8.020685238956138718e+00,3.744139838797400088e+00,3.538190325726409124e+00,4.056852781035248512e+01
3.782678171051326643e+00,6.578621337264282332e+00,3.594531510216522285e+00,9.003674516042256215e+00,9.832748650501553556e+00,4.540167124857592285e+01
3.042651533700591049e-01,1.936232904024964840e+00,1.122499925873859938e+00,4.236404709144325764e-01,2.277409933472864800e+00,4.571325276175153718e+00
4.467933203690811261e+00,8.369903652886836909e+00,2.218240305099961063e+00,4.939452556622012658e+00,9.296187394467544607e+00,3.907695636519370908e+01
6.672147067866749381e+00,7.980790197559974430e+00,5.509939701854862371e+00,9.804664588406300396e+00,5.886621546814741812e+00,4.704173120121839702e+01
4.551071396259154245e-01,1.979827999397948401e+00,4.047736289571480128e+00,6.012771725737763084e+00,7.719308674089599087e+00,2.369596557203809795e+01
4.130861259038862698e+00,7.100583050156886955e+00,7.898695031091249596e+00,3.172601972499827561e+00,9.792702400358185955e+00,3.691225992311568405e+01
6.496564952358355960e+00,8.809980607861312762e+00,5.559376888086067225e+00,7.416031071523237372e+00,7.705440616163653722e+00,4.938562781707598504e+01
9.082483792345790619e+00,1.503497568713703103e+00,5.582834241692484767e+00,4.283785131058563067e+00,9.231590211737403351e+00,3.916795896816469735e+01
1.050946942489991986e+00,9.825738886809126882e+00,8.754513240932963569e+00,7.382628156424853039e-01,4.909663855404744481e+00,2.862861591217246371e+01
7.175595002125259469e+00,7.381515456910564765e+00,9.064941252379208336e+00,7.998654355823109796e+00,3.109303803440894853e+00,4.452383302098992601e+01
4.984347858624524008e+00,7.017857629358540628e+00,1.384368413643514151e+00,1.939907976001973289e+00,4.810424481098726446e+00,2.909194621456532204e+01
2.982457987055127102e+00,8.625592497840949946e+00,5.862773215206179778e+00,3.486651977183676809e+00,8.488330256044100963e+00,3.486481075665374618e+01
8.048784485542388012e+00,9.983548770992694443e+00,8.473076883337348875e+00,4.144565348056796772e+00,1.274988817699884702e+00,3.926206606246223174e+01
8.406409082004778099e+00,5.975791796039398029e-01,3.502712073448541741e+00,9.197379807712737332e+00,9.607664734451006439e+00,4.785934220507806458e+01
6.405645935212183950e+00,6.886483169837135598e+00,4.245448872552248787e-01,5.144803410895478990e+00,5.468681788063411986e+00,4.042204038754611162e+01
3.401007461241110974e+00,6.859683475388433926e-01,2.289075997243940286e+00,3.579839368611963391e+00,4.351419865163296485e+00,1.806876951500681372e+01
5.909267255335691971e+00,7.223915186982363679e+00,3.176318732739461304e+00,3.289537599189831241e+00,1.969164272370371727e-01,2.866514253021530223e+01
4.087486009401830600e-01,2.578216943085363866e+00,7.402449976749566396e+00,6.283138303739121966e+00,7.697890206778347455e+00,2.764581770791971493e+01
7.689194362148217721e+00,8.565674676693012302e+00,7.203192659868835612e+00,9.790109190008228879e+00,8.988252193018173131e+00,5.505091009144786085e+01
5.867171662232342655e+00,5.881576704911717357e+00,3.426704035222949418e-01,9.985265777083542460e+00,1.315759973661417837e+00,3.613719476117535123e+01
7.403471966315919417e+00,8.210151951243089385e+00,3.730545293052032196e+00,1.968520546653137471e+00,9.875988679055502928e-01,3.147611804032481686e+01
7.486060058295778141e+00,4.526535292056957260e+00,7.137177590011356543e+00,9.154076488518006371e+00,1.465837361510566872e+00,3.899320252845422630e+01
9.191710007237997360e+00,4.116264595084366817e+00,3.052670098972890322e+00,9.430622606027791122e+00,9.906516926063993367e+00,5.499220777959961737e+01
1.988922177674481429e+00,6.568383469519832651e+00,1.064953137710603626e+00,6.509140038575057297e+00,8.273132277758497466e+00,3.778601258884035730e+01
6.844985465240675637e+00,4.173331420625957300e+00,3.830663595637695540e+00,3.931224152234170433e+00,5.897118179929231374e+00,3.390448036810650478e+01
8.815672700724956456e+00,9.290661572687678671e+00,5.352962020731810711e-01,1.816223946456883009e+00,1.122243158282885123e+00,3.888392488319981766e+01
1.933346407669139788e+00,3.466078106091718070e+00,5.065316826226238689e+00,6.294612270091521466e+00,7.321422191397014778e+00,2.948087724012200894e+01
8.901115413858070369e+00,9.890884372297907845e+00,6.628564785571198215e+00,8.453645186677629653e+00,7.780388469246989125e+00,5.784948623317577443e+01
3.075320392187119722e+00,8.756922702349230647e+00,4.276313794779884603e-01,3.673437514578603569e-03,2.737326293884642325e+00,2.036465960985921697e+01
4.620975296274498767e+00,6.383628950006773550e+00,1.017702665445447963e+00,6.730101338348399409e+00,8.018158670596944759e+00,3.817371515920783054e+01
1.853129195793667972e+00,4.151252548317938107e+00,5.199849899533097286e+00,4.518070180844806494e+00,7.998299308884706527e+00,2.904090799540841061e+01
9.605223981193308447e+00,7.989531640081799502e+00,7.799281787582457159e-01,8.049355721591272328e+00,6.659633223555116999e-01,4.529998594824262881e+01
2.359703852415699910e+00,1.530968968357228066e+00,1.975191068460854238e+00,5.283151270573505975e+00,6.716898576108536467e+00,2.011218870531875424e+01
4.703212823360409800e+00,9.596956390292435302e+00,2.402923200301666284e+00,7.631402302547929395e+00,8.701821785071485849e+00,4.554683395185586647e+01
5.620661107547190838e+00,4.562225019615531174e+00,5.961844467792436930e+00,4.288097701603429179e+00,5.551938823233694364e+00,3.160323898252979191e+01
4.169339521288016215e+00,4.004697102941340070e+00,6.953464681395297831e+00,9.285121306796795260e-01,1.665420727288208225e+00,1.781236336316702307e+01
8.511984717150038904e+00,7.710773468151880472e+00,2.814537272943937740e+00,3.772689326657602038e+00,9.260265066284805613e+00,4.178926389139724051e+01
8.180772251738613221e+00,6.143462999796308388e+00,2.214901788029577379e+00,4.425197131526958927e-01,4.312578468418982069e+00,2.762788600519797200e+01
6.726271392574618702e+00,8.284804905178514645e+00,8.526890057422694014e+00,3.277590129336338531e-01,2.441570338368793891e+00,3.242548267235247295e+01
3.390945884774030361e+00,1.887322109593858599e+00,8.029753783638378550e+00,7.674657630849424983e+00,5.168330403809707541e+00,3.000205268387462709e+01
9.829264779958554854e+00,1.440585410908422626e+00,8.996517033276688835e+00,1.164632541619161632e+00,1.631817055141207007e+00,2.858504159809356437e+01
6.962192002506188082e+00,1.095696920416893150e+00,5.658450954187108195e+00,4.202335364726535794e+00,7.284739655410148451e+00,3.411922538157391926e+01
9.006752388088651529e+00,7.698715146690553013e+00,8.496898764211882948e+00,3.294544853123237971e-01,3.101954982442030939e+00,3.485622829617327767e+01
5.154330866863324090e+00,4.159533146297794914e+00,2.312549529796884329e+00,3.078740979600232741e+00,9.454309703916056407e+00,3.276470469067383107e+01
2.941808798713515749e+00,3.539041101797857358e+00,3.709773750018685590e-02,8.450776272778744769e+00,1.548407034015766293e+00,3.004908432032362953e+01
2.041442755137260257e+00,2.552645170920255779e+00,8.846220568448426746e+00,2.064514112463147200e+00,7.975263608679399319e+00,2.502569786795502438e+01
8.080493403229045413e+00,9.270205687863958488e+00,1.155613136003139640e+00,2.172789723378313553e+00,7.428982920807213119e+00,3.942124517563429009e+01
1.960007542807390424e+00,2.863295468734490257e+00,1.667415801113626417e+00,1.726966861550492949e+00,4.815533546282057209e+00,2.026533339139265522e+01
1.096830621129585293e+00,3.216976184636222147e+00,4.265939095988789731e+00,2.454811652397759225e-01,3.883331664744526179e+00,1.246171657988557335e+01
9.412243608551695839e-01,4.935785311461766689e+00,8.257381885570962865e+00,8.184221621817872716e+00,8.044851553740051120e-01,2.912928870863968100e+01
6.012277576745201912e+00,8.345863819712365128e+00,2.379725429346353227e+00,7.619265114495990865e+00,8.907643464500932140e+00,4.965688196496471818e+01
8.061241514404441588e+00,1.073010315155045191e+00,9.059999522384898363e-02,1.917241099218456313e+00,2.704773409466232348e+00,2.307822121276467087e+01
6.161829906159594472e+00,3.842731752423183877e+00,7.034070306614735202e+00,3.530749605216085829e+00,1.544254246546002962e+00,2.650838832846515203e+01
3.126898434860351017e+00,8.843242263891349708e+00,9.585323442450647491e+00,2.075127340673684984e+00,7.884683870244413306e+00,3.552170191846759906e+01
2.733487365398707070e+00,8.871315434314075432e+00,1.655456127962554591e+00,6.659599186940568849e+00,8.421126471318252094e-01,3.201126389000064165e+01
9.738933239738695846e+00,7.006333446405427878e+00,8.418157394050853171e+00,5.666693393630345632e+00,4.768013639288602334e+00,4.705159724085511641e+01
6.218823913943650972e+00,5.287415116994480968e+00,4.693843551451529983e+00,7.594502514576427998e+00,1.782009549392681302e+00,3.615205566376387480e+01
1.711720481551585182e+00,4.318426506497061723e+00,3.207479160449460132e+00,7.412451791302410165e-01,8.444704924187343309e+00,2.438361924777685275e+01
7.716028066943497521e+00,5.439214998029847870e+00,9.793245372643688995e+00,7.260006654760531308e-01,7.666693010278749831e+00,3.695561558260115476e+01
2.663703916090968349e+00,3.685989199435754315e+00,2.192793852030675339e+00,7.890378914618652040e+00,1.442401020215660079e+00,2.592004841098128054e+01
8.400166977352780506e+00,6.615776482298338479e+00,5.902324526911473246e-01,8.109817316001533882e+00,6.277557161629793825e+00,4.681876233142400423e+01
9.049823195783414320e+00,7.487223064086382607e+00,5.611209274297747740e+00,8.365471806191976611e+00,2.780502383012221301e+00,4.666190137019385276e+01
5.469500618445636064e+00,2.936168198034101451e+00,9.682043910905086648e+00,2.261963008420063481e+00,1.573823967046250605e-01,2.155653089186806071e+01
3.258548420037961968e+00,5.025093969698046337e+00,2.836293423007507641e-01,5.592483000339073307e+00,8.742827749512301239e+00,3.578262324324727928e+01
7.047321944166701435e+00,6.229683229783042897e+00,9.559617507082512233e+00,9.582793338421058849e+00,8.242664697032285659e+00,5.176758646565144772e+01
6.077418473858510417e+00,4.877645594977066956e+00,1.331611324646730932e-01,6.062619062265413916e+00,9.890880753568536576e+00,3.892722006524099498e+01
8.181010500240290639e+00,3.406046438843519653e+00,1.520470250444220239e+00,7.840586144671540580e+00,7.439378206317415199e+00,4.125427241052829430e+01
9.670467919793230394e+00,8.748423619393388861e+00,5.556626252724074178e+00,1.012842469647421417e+00,4.835006583839600580e+00,4.232952415255120826e+01
3.136950540223169881e+00,5.124084820248397953e+00,3.017015746396531917e+00,8.618229919755957980e+00,8.443270139828221943e+00,3.882716365001686398e+01
3.154651571670559207e+00,5.995813463739949611e+00,4.301808576390540928e+00,9.090927570285632697e+00,1.873609014263227790e+00,3.062946195862944165e+01
6.977284017849592956e+00,9.703753278372165170e+00,1.752755195630901763e+00,2.019664284242032259e+00,6.937233386722279072e+00,3.851233890177712027e+01
7.791539245249139434e+00,4.905490547939327151e+00,6.096864651471213037e+00,2.126824088118287825e+00,4.766142285673260481e+00,3.171636389909834008e+01
1.120718808749151529e+00,3.214219252756647105e+00,2.847797050309543110e+00,4.446253601024200641e+00,9.301263622436970024e+00,2.677493648541272364e+01
1.812676621478424011e+00,4.013882466247205016e+00,6.155972191096447332e+00,9.465570860740017523e+00,1.331481915357681789e+00,3.029242220368391969e+01
9.178766169931135366e+00,8.105378863406154100e-01,4.807413971602644054e+00,4.545898672304828025e+00,2.096027288771955543e+00,3.332430085796275421e+01
3.474596681158474976e+00,4.541652683483981434e+00,8.652114629106291588e+00,9.550641453735597253e+00,5.189256786371652552e+00,4.045967992267098623e+01
8.700997902944218154e+00,6.081715856767794470e+00,3.490873419876754369e+00,1.941942076134690609e+00,4.131347717827647870e+00,3.664045561907311566e+01
5.228242829238477718e+00,4.444338825955618244e-01,1.458411658708507197e+00,6.001844239814399629e+00,2.250015946771620534e+00,2.591821178302014772e+01
8.373263760812974965e+00,3.269422497741905964e+00,1.048342072532508773e+00,8.353058855531703131e-01,9.371230205317797157e+00,3.346548733263471576e+01
1.180203112418791722e+00,1.409097641620600250e+00,8.626660579327529277e+00,2.542881302773439600e+00,6.659514107544160844e+00,2.163190997241346025e+01
8.167256870298913896e+00,6.071806401301921063e+00,9.574885434478494162e+00,7.088828992608413593e+00,1.127515099036583424e+00,3.689791851189980321e+01
5.584100265458799228e+00,7.181865260891838965e+00,8.019572403734452237e+00,2.632133528409152934e-01,7.188789152714244679e+00,3.484001465782139917e+01
8.256808210194495956e+00,7.468338109353565457e+00,5.123491456555981038e+00,4.580209630888028904e+00,5.494185832998158325e+00,4.316032817620826023e+01
7.046436988266020052e+00,9.229142906324854678e+00,6.170352106411249871e+00,8.878343062834696653e+00,7.012568474457273382e+00,5.318881695820797262e+01
6.833637743884757310e-01,5.008281900016218202e+00,2.864863483152423562e+00,2.851749281325722585e+00,3.559275512159842059e+00,1.456387567785178305e+01
3.147327720004757801e+00,5.786099801171001644e+00,6.836015003535570678e+00,2.687493870767354576e+00,1.297626225683813361e+00,2.130381821351228311e+01
5.880872093446209981e-01,5.757528450305522405e+00,1.861301663330023892e+00,9.247994223699373961e-02,9.277530793237040996e+00,1.989116962597201166e+01
5.371404190832405945e+00,9.244818024697276648e-01,8.429211121274853724e+00,9.832027382901181056e+00,4.486006620177171555e+00,4.043518614070582373e+01
4.248960823815817189e-01,1.175459407560635050e+00,3.816537466454321681e+00,8.855226374488770702e+00,1.480386792777620419e+00,2.309539752654786327e+01
